fecha;descripcion;ambito;id_mun;mun
25/11/2020;Santa Catalina;Local;32080;Teixeira, A
25/02/2020;Martes de Entroido;Local;32081;Toén
11/11/2020;San Martiño;Local;32081;Toén
25/02/2020;Martes de Entroido;Local;32082;Trasmiras
13/04/2020;Luns de Pascua;Local;32082;Trasmiras
25/02/2020;Martes de Entroido;Local;32083;Veiga, A
08/09/2020;;Local;32083;Veiga, A
25/02/2020;Martes de Entroido;Local;32084;Verea
07/12/2020;;Local;32084;Verea
17/01/2020;San Antón;Local;32085;Verín
26/02/2020;Mércores de Cinza;Local;32085;Verín
26/02/2020;Mércores de Cinza;Local;32086;Viana do Bolo
17/08/2020;festas de San Roque;Local;32086;Viana do Bolo
25/02/2020;Martes de Entroido;Local;32087;Vilamarín
11/11/2020;San Martiño;Local;32087;Vilamarín
23/04/2020;San Xurxo;Local;32088;Vilamartín de Valdeorras
22/07/2020;Santa María Madalena;Local;32088;Vilamartín de Valdeorras
25/02/2020;Martes de Entroido;Local;32089;Vilar de Barrio
08/09/2020;;Local;32089;Vilar de Barrio
13/04/2020;Luns de Pascua;Local;32090;Vilar de Santos
05/08/2020;Virxe das Neves;Local;32090;Vilar de Santos
26/02/2020;Mércores de Cinza;Local;32091;Vilardevós
17/08/2020;;Local;32091;Vilardevós
24/02/2020;Luns de Entroido;Local;32092;Vilariño de Conso
11/11/2020;San Martiño;Local;32092;Vilariño de Conso
03/02/2020;San Brais;Local;36001;Arbo
29/06/2020;San Pedro;Local;36001;Arbo
19/06/2020;festa do Viño;Local;36002;Barro
02/10/2020;Romaría de San Breixo;Local;36002;Barro
28/02/2020;festa da Arribada;Local;36003;Baiona
25/09/2020;véspera de San Cosme e San Damián;Local;36003;Baiona
16/07/2020;festividade da Nosa Señora do Carme;Local;36004;Bueu
11/11/2020;festividade de San Martiño;Local;36004;Bueu
20/03/2020;;Local;36005;Caldas de Reis
24/07/2020;;Local;36005;Caldas de Reis
11/07/2020;San Benito;Local;36006;Cambados
18/07/2020;Santa Mariña;Local;36006;Cambados
28/09/2020;San Miguel;Local;36007;Campo Lameiro
11/11/2020;San Martiño;Local;36007;Campo Lameiro
03/04/2020;Venres das Dores;Local;36008;Cangas
31/08/2020;Luns do Cristo;Local;36008;Cangas
01/06/2020;Romaría das Pascuillas;Local;36009;Cañiza, A
15/10/2020;Santa Teresa;Local;36009;Cañiza, A
13/07/2020;;Local;36010;Catoira
10/08/2020;;Local;36010;Catoira
20/03/2020;;Local;36013;Covelo
01/06/2020;Festa das Pascuillas;Local;36013;Covelo
26/06/2020;San Paio;Local;36014;Crecente
29/06/2020;San Pedro;Local;36014;Crecente
25/02/2020;Martes de Entroido;Local;36015;Cuntis
18/08/2020;San Antón;Local;36015;Cuntis
20/07/2020;;Local;36016;Dozón
06/08/2020;;Local;36016;Dozón
25/02/2020;Martes de Entroido;Local;36017;Estrada, A
26/06/2020;festas patronais de San Paio;Local;36017;Estrada, A
31/08/2020;Luns das Dores;Local;36018;Forcarei
11/11/2020;San Martiño;Local;36018;Forcarei
13/04/2020;Luns de Pascua;Local;36019;Fornelos de Montes
10/08/2020;festas de San Lourenzo;Local;36019;Fornelos de Montes
29/06/2020;San Pedro;Local;36020;Agolada
30/06/2020;San Paulo;Local;36020;Agolada
10/07/2020;;Local;36021;Gondomar
14/08/2020;;Local;36021;Gondomar
16/07/2020;festividade do Carme;Local;36022;Grove, O
11/11/2020;San Martiño;Local;36022;Grove, O
16/07/2020;Virxe do Carme;Local;36023;Guarda, A
23/09/2020;Santa Tegra;Local;36023;Guarda, A
21/09/2020;;Local;36024;Lalín
22/09/2020;;Local;36024;Lalín
27/07/2020;San Xoaquín e Santa Ana;Local;36025;Lama, A
05/08/2020;festa das Ermidas;Local;36025;Lama, A
16/07/2020;festividade da Virxe do Carme;Local;36026;Marín
08/09/2020;festividade da Virxe do Porto;Local;36026;Marín
03/02/2020;San Brais;Local;36027;Meaño
13/04/2020;Luns de Pascua;Local;36027;Meaño
25/02/2020;Martes de Entroido;Local;36028;Meis
13/04/2020;Luns de Pascua (Nosa Señora das Cabezas);Local;36028;Meis
16/07/2020;Día do Carme;Local;36029;Moaña
11/11/2020;San Martiño;Local;36029;Moaña
25/02/2020;Martes de Entroido;Local;36030;Mondariz
01/06/2020;Día da Virxe da Franqueira;Local;36030;Mondariz
11/02/2020;festividade da Nosa Señora de Lourdes;Local;36031;Mondariz-Balneario
01/06/2020;Peregrinación ao Santuario da Franqueira;Local;36031;Mondariz-Balneario
25/02/2020;Martes de Entroido;Local;36032;Moraña
06/08/2020;San Salvador de Saiáns;Local;36032;Moraña
15/06/2020;festa da Rosa;Local;36033;Mos
07/08/2020;San Mamede;Local;36033;Mos
29/07/2020;Santa Marta;Local;36034;Neves, As
05/08/2020;Nosa Señora das Neves;Local;36034;Neves, As
29/06/2020;San Pedro;Local;36035;Nigrán
24/08/2020;San Roque;Local;36035;Nigrán
01/06/2020;festividade da Virxe do Mar, patroa de Oia;Local;36036;Oia
07/08/2020;San Mamede;Local;36036;Oia
15/01/2020;San Amaro;Local;36037;Pazos de Borbén
13/04/2020;Luns de Pascua;Local;36037;Pazos de Borbén
26/02/2020;Mércores de Cinza;Local;36038;Pontevedra
11/07/2020;San Bieito;Local;36038;Pontevedra
13/07/2020;San Bieito;Local;36039;Porriño, O
28/09/2020;Festa do Cristo;Local;36039;Porriño, O
13/04/2020;Luns de Pascua;Local;36040;Portas
04/05/2020;;Local;36040;Portas
17/08/2020;;Local;36041;Poio
24/09/2020;;Local;36041;Poio
15/06/2020;luns seguinte á festividade do Corpus Christi;Local;36042;Ponteareas
29/09/2020;festividade de San Miguel;Local;36042;Ponteareas
26/02/2020;Mércores de Cinza;Local;36043;Ponte Caldelas
02/09/2020;Mércores da Festa das Dores;Local;36043;Ponte Caldelas
07/01/2020;San Xulián;Local;36044;Pontecesures
06/07/2020;Festa do Carme;Local;36044;Pontecesures
20/04/2020;Luns do Cristo;Local;36045;Redondela
11/06/2020;Xoves da Coca;Local;36045;Redondela
13/04/2020;Luns de Pascua;Local;36046;Ribadumia
05/06/2020;festa do Viño Tinto;Local;36046;Ribadumia
15/06/2020;luns seguinte ao Santo Antonio;Local;36047;Rodeiro
08/09/2020;Nosa Señora do Faro;Local;36047;Rodeiro
25/02/2020;Martes de Entroido;Local;36048;Rosal, O
15/05/2020;San Isidro;Local;36048;Rosal, O
25/02/2020;Martes de Entroido;Local;36049;Salceda de Caselas
20/07/2020;Luns do Cristo;Local;36049;Salceda de Caselas
15/06/2020;festividade do Santísimo Cristo da Vitoria;Local;36050;Salvaterra de Miño
10/08/2020;festividade de San Lourenzo;Local;36050;Salvaterra de Miño
13/04/2020;Romaría do Con;Local;36051;Sanxenxo
04/09/2020;Santa Rosalía;Local;36051;Sanxenxo
10/07/2020;festa do Lacón;Local;36052;Silleda
24/08/2020;festa da Empanada da Bandeira, luns posterior;Local;36052;Silleda
13/04/2020;Luns de Pascua;Local;36053;Soutomaior
06/08/2020;San Salvador;Local;36053;Soutomaior
25/02/2020;Martes de Entroido;Local;36054;Tomiño
14/09/2020;Luns do Alivio;Local;36054;Tomiño
25/02/2020;Martes de Entroido;Local;36055;Tui
20/04/2020;Luns de San Telmo;Local;36055;Tui
03/02/2020;San Brais;Local;36056;Valga
28/08/2020;Día dos Milagres;Local;36056;Valga
25/02/2020;Martes de Entroido;Local;36057;Vigo
28/03/2020;Reconquista de Vigo;Local;36057;Vigo
25/02/2020;Martes de Entroido;Local;36058;Vilaboa
11/11/2020;San Martiño;Local;36058;Vilaboa
10/08/2020;festividade da Nosa Sra. da Piedade;Local;36059;Vila de Cruces
11/08/2020;;Local;36059;Vila de Cruces
22/05/2020;Santa Rita;Local;36060;Vilagarcía de Arousa
17/08/2020;;Local;36060;Vilagarcía de Arousa
15/01/2020;San Mauro;Local;36061;Vilanova de Arousa
16/09/2020;San Cibrán;Local;36061;Vilanova de Arousa
07/01/2020;festividade de San Xulián;Local;36901;Illa de Arousa, A
25/02/2020;Martes de Entroido;Local;36901;Illa de Arousa, A
27/07/2020;festividade do Ecce Homo;Local;36902;Cerdedo-Cotobade
24/08/2020;San Roque;Local;36902;Cerdedo-Cotobade
